ID,Restaurant,Address,Time,Price,District,min_price,max_price,avg_price,negative_deliver,negative_food,negative_price,negative_staff,negative_store,neutral_deliver,neutral_food,neutral_price,neutral_staff,neutral_store,positive_deliver,positive_food,positive_price,positive_staff,positive_store,Rating
749,PyPo Food - Bắp Xào Trứng Muối Sốt Phô Mai,"266/18A Tôn Đản, P. 8, Quận 4, TP. HCM",,10.000 - 30.000,Quận 4,10000,30000,20000.0,0,5,0,0,0,0,5,0,0,0,0,16,1,0,0,7.2592592592592595
750,"Cơm Gà, Mẹt Gà, Gỏi - Gà Ta Ngon Số 1 – 120 Vĩnh Hội","120 Vĩnh Hội, P. 4, Quận 4, TP. HCM",,29.000 - 285.000,Quận 4,29000,285000,157000.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,10.0
751,Gỏi Cuốn Bà Tư - Shop Online,"232/38/58 Đoàn Văn Bơ, P. 10 , Quận 4, TP. HCM",,7.000 - 150.000,Quận 4,7000,150000,78500.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.6
752,Thanh Hương - Cháo Lòng Hà Nội - Đoàn Văn Bơ,"416 Đoàn Văn Bơ, P. 14, Quận 4, TP. HCM",00:00 - 23:59,20.000 - 40.000,Quận 4,20000,40000,30000.0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,5.685714285714285
753,Súp Cua Mộc - Hoàng Diệu,"K48 Cư Xá Vĩnh Hội, Bến Vân Đồn, P. 6, Quận 4, TP. HCM",06:30 - 22:00,17.000 - 30.000,Quận 4,17000,30000,23500.0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,7.4
754,"Ơ Kìa Milk Tea - Milo Đá Bào, Trà Sữa & Bánh Tráng - Đoàn Văn Bơ","317 Đoàn Văn Bơ, P. 13, Quận 4, TP. HCM",,20.000 - 40.000,Quận 4,20000,40000,30000.0,0,0,1,0,0,0,1,0,0,0,0,22,0,0,0,9.608333333333333
755,Tùy Duyên - Bánh Mì Chay,"Q22 Nguyễn Hữu Hào, P, 6, Quận 4, TP. HCM",06:00 - 13:00 | 16:00 - 20:45,10.000 - 65.000,Quận 4,10000,65000,37500.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7.08
756,Cơm Gà Chị Tư - Hoàng Diệu,"L6 Hoàng Diệu, P. 6, Quận 4, TP. HCM",,15.000 - 45.000,Quận 4,15000,45000,30000.0,0,2,0,0,0,0,1,0,0,0,0,13,0,0,0,7.4875
757,Cô Điệp - Nem Nướng Nha Trang - Khánh Hội,"216 Khánh Hội, P. 6, Quận 4, TP. HCM",,25.000 - 50.000,Quận 4,25000,50000,37500.0,0,1,0,0,0,0,3,0,0,0,0,16,0,0,0,8.790000000000001
758,Cơm Tấm Cô Tư - Vĩnh Hội,"27B Vĩnh Hội, P. 4, Quận 4, TP. HCM",,3.000 - 55.000,Quận 4,3000,55000,29000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.8
760,Bánh Canh Cua Ngọc Trinh - Tân Vĩnh,"4 Tân Vĩnh, P. 4, Quận 4, TP. HCM",,20.000 - 40.000,Quận 4,20000,40000,30000.0,0,2,0,0,0,0,1,0,0,0,0,11,0,0,0,7.414285714285714
761,Cơm Tấm Số 1,"148/12/54A Tôn Đản, P. 8, Quận 4, TP. HCM",,33.000 - 65.000,Quận 4,33000,65000,49000.0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,9.95
762,Khoai Lang Lắc & Ăn Vặt - Vĩnh Khánh,"198 Vĩnh Khánh, P. 10, Quận 4, TP. HCM",,10.000 - 20.000,Quận 4,10000,20000,15000.0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7.142857142857143
763,Lẩu Bò Khu Nhà Cháy,"Chung cư Đoàn Văn Bơ, Đoàn Văn Bơ, P. 12, Quận 4, TP. HCM",,80.000 - 165.000,Quận 4,80000,165000,122500.0,0,19,1,0,0,0,8,0,0,1,0,71,0,0,0,6.314
764,Lotteria - Hoàng Diệu,"102 Lê Quốc Hưng, P. 12, Quận 4, TP. HCM",,5.000 - 300.000,Quận 4,5000,300000,152500.0,0,1,0,0,0,0,1,0,0,0,0,9,0,0,0,5.9818181818181815
765,Phở Mùi - Tôn Đản,"241 Tôn Đản, Quận 4, TP. HCM",,15.000 - 25.000,Quận 4,15000,25000,20000.0,0,1,0,0,0,0,1,0,0,0,0,13,0,0,0,6.613333333333333
766,Sữa Chua Trân Châu Hạ Long - Hoàng Diệu,"229 Hoàng Diệu, P. 8, Quận 4, TP. HCM",,10.000 - 50.000,Quận 4,10000,50000,30000.0,0,3,0,0,0,0,1,0,0,0,0,9,0,0,0,8.553846153846154
767,Xô - Hải Sản Sốt Cajun - Vĩnh Hội,"001 Lô B1 Chung Cư Phường 3, Vĩnh Hội, P. 3, Quận 4, TP. HCM",,35.000 - 350.000,Quận 4,35000,350000,192500.0,0,2,0,0,0,0,4,0,0,0,0,16,1,1,0,8.058333333333334
768,Bánh Tráng Trộn Su Su,"99/3 Đường Số 41, P. 6, Quận 4, TP. HCM",,15.000 - 20.000,Quận 4,15000,20000,17500.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7.699999999999999
769,Dì Tám - Bánh Mì Hấp - Món Ăn Sáng,"122/27/29 Tôn Đản, P. 10, Quận 4, TP. HCM",06:00 - 13:00,20.000 - 30.000,Quận 4,20000,30000,25000.0,0,1,0,0,0,0,2,0,0,0,0,28,0,0,0,8.90967741935484
770,Sushi Viên Phương Mập - Hoàng Diệu,"168 Hoàng Diệu, P. 9, Quận 4, TP. HCM",,1.000 - 8.000,Quận 4,1000,8000,4500.0,0,7,0,0,0,0,8,0,0,0,0,85,0,0,0,6.917999999999999
771,Cô Gái Bán Bánh,"500/40/10 Đoàn Văn Bơ, P. 14, Quận 4, TP. HCM",,50.000 - 150.000,Quận 4,50000,150000,100000.0,0,1,0,0,0,0,2,0,0,0,0,18,0,0,0,8.304761904761905
772,Nem Nướng D'ran Since 1968 - Healthy & Fresh - Bến Vân Đồn,"109/F28 Bến Vân Đồn, P. 9, Quận 4, TP. HCM",,40.000 - 70.000,Quận 4,40000,70000,55000.0,0,0,0,0,0,0,1,0,0,0,0,98,1,0,0,9.222000000000001
773,SOLAR FOOD - BÁNH ĐÚC GÂN LÁ DỨA & BÁNH CHUỐI HẤP,"129F/123/44 Bến Vân Đồn, P. 8, Quận 4, TP. HCM",,10.000 - 120.000,Quận 4,10000,120000,65000.0,0,1,1,0,0,0,4,0,0,0,0,13,0,0,0,7.673684210526316
774,Bánh Tráng Gánh - Khu Chợ 200,"44/23 Tôn Thất Thuyết, P. 16, Quận 4, TP. HCM",,10.000 - 20.000,Quận 4,10000,20000,15000.0,0,2,0,0,0,0,1,0,0,0,0,15,0,0,0,7.055555555555555
775,Uchi Sushi,"14 Đường Số 45, P. 6, Quận 4, TP. HCM",,20.000 - 150.000,Quận 4,20000,150000,85000.0,0,14,0,0,0,1,10,0,0,0,0,75,0,0,0,7.664
776,Ăn Vặt - Há Cảo Hong Kong - Tôn Đản,"112 Tôn Đản, Quận 4, TP. HCM",,10.000 - 30.000,Quận 4,10000,30000,20000.0,0,4,0,0,0,0,5,0,0,0,0,36,0,0,0,8.52
777,Dì 9 - Hủ Tiếu Mỹ Tho,"538/51 Đoàn Văn Bơ, P. 14, Quận 4, TP. HCM",,20.000 - 40.000,Quận 4,20000,40000,30000.0,0,4,0,0,0,0,2,0,0,0,0,16,0,0,0,5.9363636363636365
778,Ốc Tô - Xóm Chiếu,"224B Xóm Chiếu, P. 15, Quận 4, TP. HCM",,30.000 - 55.000,Quận 4,30000,55000,42500.0,0,11,0,0,0,0,8,0,0,0,0,78,1,2,0,6.522
779,Bánh Canh Bột Gạo Ngon,"010 Chung Cư Đoàn Văn Bơ, Lê Quốc Hưng, P. 12, Quận 4, TP. HCM",05:00 - 13:30,25.000 - 30.000,Quận 4,25000,30000,27500.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7.75
780,Cơm Xá Xíu Thượng Hạng 88 - Hoàng Diệu,"243A/51 Hoàng Diệu, P. 8, Quận 4, TP. HCM",,29.000 - 35.000,Quận 4,29000,35000,32000.0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,8.177777777777777
781,Bún Thịt Nướng 3G,"S12 Tôn Thất Thuyết, P. 18, Quận 4, TP. HCM",06:00 - 19:00,5.000 - 45.000,Quận 4,5000,45000,25000.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10.0
782,Ăn vặt & Sữa Chua Nezha68 - Tôn Đản,"C13/40 Tôn Đản, P. 13, Quận 4, TP. HCM",,30.000 - 100.000,Quận 4,30000,100000,65000.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9.85
783,"Benno Bento - Mì Ý, Bò Mỹ, Cơm Bò Hầm - Bến Vân Đồn","150/27 Bến Vân Đồn, P. 6, Quận 4, TP. HCM",,15.000 - 50.000,Quận 4,15000,50000,32500.0,0,21,0,0,0,1,21,0,0,0,1,56,0,0,0,5.722
784,"CUI Express - Pizza, Burger & GreatFood","237/42/5 Hoàng Diệu, P. 8, Quận 4, TP. HCM",,39.000 - 119.000,Quận 4,39000,119000,79000.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8.533333333333333
785,Bánh Cuốn Nam Việt - Chay Và Mặn,"152 Nguyễn Biểu, P. 2, Quận 5, TP. HCM",05:30 - 22:30,18.000 - 22.000,Quận 5,18000,22000,20000.0,0,2,0,0,0,0,2,0,0,0,0,32,0,1,0,7.313513513513514
786,Texas Chicken - Nguyễn Văn Cừ,"217B Nguyễn Văn Cừ, Quận 5, TP. HCM",10:00 - 21:45,20.000 - 275.000,Quận 5,20000,275000,147500.0,2,14,0,0,0,0,7,0,0,0,0,76,0,1,0,6.354
787,Cơm Truyền Ký 2 - Trần Phú,"257A Trần Phú, P. 8, Quận 5, TP. HCM",07:00 - 21:00,30.000 - 110.000,Quận 5,30000,110000,70000.0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,6.63
788,Tiệm Chay Tường Viên - Huỳnh Mẫn Đạt,"58 - 62 Huỳnh Mẫn Đạt, P. 2, Quận 5, TP. HCM",06:00 - 21:00,20.000 - 55.000,Quận 5,20000,55000,37500.0,0,2,0,0,0,0,3,1,0,0,0,20,0,1,0,6.2444444444444445
790,Hoàng Ký - Cơm Gà Xối Mỡ - Huỳnh Mẫn Đạt,"94 Huỳnh Mẫn Đạt, P. 2, Quận 5, TP. HCM",,35.000 - 55.000,Quận 5,35000,55000,45000.0,0,2,0,0,0,0,2,0,0,0,0,18,0,0,0,6.154545454545455
791,Bún Cá Nha Trang - Nem Nướng Nha Trang Yến - An Dương Vương,"410-412 An Dương Vương P. 4 (Cũ 197C Lê Hồng Phong, P. 4), Quận 5, TP. HCM",06:00 - 21:30,20.000 - 28.000,Quận 5,20000,28000,24000.0,0,5,0,0,0,1,3,0,0,0,0,51,0,1,0,6.308196721311476
793,"Bi Bi Quán - Cơm Sườn Cọng, Bún Thịt Nướng & Bánh Hỏi","C002 Lê Hồng Phong, P. 2, Quận 5, TP. HCM",07:00 - 18:00,35.000 - 35.000,Quận 5,35000,35000,35000.0,0,1,0,0,0,0,1,0,0,0,0,19,0,0,0,6.3619047619047615
794,Quán 223 - Bánh Flan Thập Cẩm,"223 Trần Bình Trọng, Quận 5, TP. HCM",11:15 - 20:30,15.000 - 22.000,Quận 5,15000,22000,18500.0,0,12,1,0,0,0,5,0,0,0,0,79,1,2,0,6.142
795,Vĩnh Phong - Cửa Hàng Vịt Quay,"523 - 525 - 527 Phan Văn Trị, P. 7, Quận 5, TP. HCM",05:30 - 21:00,100.000 - 1.100.000,Quận 5,100000,1100000,600000.0,0,12,0,0,0,1,15,0,1,0,0,64,0,0,0,6.174193548387097
796,Bún Chả Giò Ban Mê - Trần Hưng Đạo,"809/23G Trần Hưng Đạo, P. 1, Quận 5, TP. HCM",00:00 - 23:59,10.000 - 40.000,Quận 5,10000,40000,25000.0,0,8,0,0,0,0,2,0,0,0,0,9,0,0,0,4.010526315789474
797,Tiến Hải Quán - Bún Đậu Mắm Tôm Hà Nội - Trần Hưng Đạo,"679 Trần Hưng Đạo, P. 1, Quận 5, TP. HCM",00:00 - 23:59,20.000 - 55.000,Quận 5,20000,55000,37500.0,0,4,0,1,0,0,3,0,0,0,0,25,0,1,0,6.541176470588235
808,Cơm Gà Nha Trang - Nguyễn Biểu,"109 Nguyễn Biểu, P. 1, Quận 5, TP. HCM",00:00 - 23:59,25.000 - 37.000,Quận 5,25000,37000,31000.0,0,4,0,0,0,1,0,0,0,0,0,6,0,0,0,6.381818181818182
819,Hobak - Ăn Vặt Hàn Ăn Là Ghiền - Nguyễn Văn Cừ,"199 Nguyễn Văn Cừ, P. 2, Quận 5, TP. HCM",10:00 - 22:00,20.000 - 35.000,Quận 5,20000,35000,27500.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5.5
821,Phô Mai Que Con Cưng,"129/51B Nguyễn Trãi , P. 2, Quận 5, TP. HCM",09:00 - 23:59,25.000 - 45.000,Quận 5,25000,45000,35000.0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,7.533333333333334
825,Vịt Quay Phát Thành,"132 Bùi Hữu Nghĩa, P. 7, Quận 5, TP. HCM",05:00 - 21:00,100.000 - 550.000,Quận 5,100000,550000,325000.0,0,10,0,0,0,0,7,0,0,0,1,72,0,0,0,6.771111111111111
829,Lẩu Cua Đất Mũi - Trần Hưng Đạo,"661 Trần Hưng Đạo, P. 1, Quận 5, TP. HCM",10:00 - 22:30,100.000 - 200.000,Quận 5,100000,200000,150000.0,0,14,0,1,0,0,8,0,0,0,0,77,0,0,0,7.11
834,Kowloon Bingsutt - Nhà Hàng Món Hoa,"74 -76 Bùi Hữu Nghĩa, P. 7, Quận 5, TP. HCM",,5.000 - 58.000,Quận 5,5000,58000,31500.0,0,3,0,0,0,0,3,0,0,0,0,57,0,1,0,7.86875
840,Sushi M&H - Nguyễn Văn Cừ,"185/2 Nguyễn Văn Cừ, P. 2, Quận 5, TP. HCM",11:00 - 21:45,12.000 - 165.000,Quận 5,12000,165000,88500.0,1,12,0,0,0,0,7,0,0,0,0,79,1,0,0,6.612
841,Nhà Hàng Hải Sản Hào Phong - Tân Hào Phong,"473 - 475 An Dương Vương, P. 3, Quận 5, TP. HCM",,50.000 - 220.000,Quận 5,50000,220000,135000.0,0,5,0,0,0,0,3,0,0,0,0,58,0,0,0,7.2
842,Nhã Vân - Mì Vịt Tiềm Sủi Cảo,"119 Bùi Hữu Nghĩa, P. 7, Quận 5, TP. HCM",,45.000 - 80.000,Quận 5,45000,80000,62500.0,0,4,0,0,0,0,2,0,0,0,0,11,0,0,0,6.458823529411765
843,Bảy Nị - Gà Tre Hấp Mắm Nhĩ & Món Âu,"188 Sư Vạn Hạnh, P. 9, Quận 5, TP. HCM",,50.000 - 300.000,Quận 5,50000,300000,175000.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7.25
844,Miến Lươn - Cháo Lươn Cô Hà,"215 Hùng Vương, P. 9, Quận 5, TP. HCM",,40.000 - 70.000,Quận 5,40000,70000,55000.0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,8.4
850,Phở Gia Truyền - An Dương Vương,"499 An Dương Vương, P. 8, Quận 5, TP. HCM",,25.000 - 40.000,Quận 5,25000,40000,32500.0,0,1,0,0,0,0,1,0,0,0,0,6,0,0,0,5.6000000000000005
851,Gà Nướng Phi Long - Nguyễn Biểu,"249 Nguyễn Biểu, P. 2, Quận 5, TP. HCM",09:00 - 21:15,70.000 - 110.000,Quận 5,70000,110000,90000.0,0,4,0,0,0,0,4,0,0,0,0,47,0,0,0,6.330909090909091
852,Bánh Khọt - Chợ Cao Đạt,"197/4 Cao Đạt, P. 1, Quận 5, TP. HCM",,10.000 - 20.000,Quận 5,10000,20000,15000.0,0,2,0,0,0,0,1,0,0,0,0,5,0,1,0,6.777777777777778
856,Phở Bò Cô Mai - Sư Vạn Hạnh,"40 Sư Vạn Hạnh, P. 9, Quận 5, TP. HCM",,30.000 - 50.000,Quận 5,30000,50000,40000.0,0,1,0,0,0,0,2,0,0,0,0,47,0,0,0,9.24
858,Cơm Tấm 500 An Dương Vương,"500 An Dương Vương, P. 4, Quận 5, TP. HCM",,20.000 - 44.000,Quận 5,20000,44000,32000.0,0,26,3,2,0,0,19,0,0,0,0,48,2,0,0,3.3080000000000003
859,Vịt Quay A Tắc,"126 Huỳnh Mẫn Đạt, P. 3, Quận 5, TP. HCM",,20.000 - 260.000,Quận 5,20000,260000,140000.0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,7.459999999999999
862,Hà Thành Quán - Bún Đậu Mắm Tôm - Nguyễn Biểu,"212 Nguyễn Biểu, P. 2, Quận 5, TP. HCM",09:00 - 21:00,20.000 - 205.000,Quận 5,20000,205000,112500.0,0,2,0,0,0,0,1,0,0,0,0,12,0,0,0,7.426666666666667
864,Gà Ta Nam Sơn - Lê Hồng Phong,"98Bis Lê Hồng Phong, P. 2, Quận 5, TP. HCM",,50.000 - 110.000,Quận 5,50000,110000,80000.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7.05
866,Cơm Tấm 475 - Cơm Sườn Nướng - An Dương Vương,"475 An Dương Vương, Quận 5, TP. HCM",,20.000 - 45.000,Quận 5,20000,45000,32500.0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,6.720000000000001
867,Bún Nước Lèo Sóc Trăng Tám Nga,"80/24 Lê Hồng Phong, P. 2, Quận 5, TP. HCM",,30.000 - 44.000,Quận 5,30000,44000,37000.0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,5.8
868,Xôi Bát Bửu & Xôi Sầu Riêng - An Dương Vương,"447 An Dương Vương, P. 3, Quận 5, TP. HCM",,15.000 - 20.000,Quận 5,15000,20000,17500.0,0,0,0,0,0,0,1,0,0,0,1,93,5,0,0,7.018
869,Gỏi Cuốn Ngon Ngon,"322/15 An Dương Vương, P. 4, Quận 5, TP. HCM",,10.000 - 30.000,Quận 5,10000,30000,20000.0,1,1,0,0,0,0,2,0,0,0,0,15,0,0,0,7.294736842105263
871,Mr. Cake - Cao Đạt,"235 Cao Đạt, P. 1, Quận 5, TP. HCM",,13.000 - 209.000,Quận 5,13000,209000,111000.0,0,6,0,0,0,1,4,0,0,0,0,48,2,0,0,6.9868852459016395
872,"Phượng - Bún Chả, Bún Đậu Mắm Tôm - Nguyễn Văn Cừ","25 Nguyễn Văn Cừ, P. 1, Quận 5, TP. HCM",00:00 - 23:59,17.000 - 65.000,Quận 5,17000,65000,41000.0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5333333333333332
873,Quán Cua Út Kiệt,"16 Đào Tấn, P. 5, Quận 5, TP. HCM",,50.000 - 200.000,Quận 5,50000,200000,125000.0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,4.475
879,Cháo Gỏi Vịt 162,"162 Trần Bình Trọng, P. 3, Quận 5, TP. HCM",,10.000 - 200.000,Quận 5,10000,200000,105000.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5.1
883,Tiệm Cơm Nhà Mới - Phan Văn Trị,"89 Phan Văn Trị, P. 2, Quận 5, TP. HCM",,30.000 - 55.000,Quận 5,30000,55000,42500.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.0
894,Quán Ăn Cô Nga - Shop Online,"53/3E Nguyễn Văn Cừ, P. 1, Quận 5, TP. HCM",10:00 - 18:00,6.000 - 35.000,Quận 5,6000,35000,20500.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.0
895,Phở Thắng,"102 Nguyễn Biểu, Quận 5, TP. HCM",06:00 - 19:00,25.000 - 30.000,Quận 5,25000,30000,27500.0,0,1,0,0,0,0,1,1,0,0,0,3,0,0,0,6.8
897,Cơm Tấm Thành Công - Nguyễn Văn Cừ,"25 Nguyễn Văn Cừ, P. 1, Quận 5, TP. HCM",00:00 - 23:59,40.000 - 100.000,Quận 5,40000,100000,70000.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
904,Bánh Mì Hà Nội Số 1 - Nguyễn Biểu,"52 Nguyễn Biểu, Quận 5, TP. HCM",05:30 - 23:00,10.000 - 17.000,Quận 5,10000,17000,13500.0,0,3,0,0,0,0,2,0,0,0,0,3,0,0,0,7.75
906,Bánh Canh Cua Bà Ba,"84/6 Nguyễn Biểu, P. 1, Quận 5, TP. HCM",08:00 - 20:30,30.000 - 80.000,Quận 5,30000,80000,55000.0,0,10,0,0,0,0,6,0,0,0,0,52,0,1,0,7.579710144927536
914,Cháo Lòng - Nguyễn Biểu,"Hẻm 154 Nguyễn Biểu, P. 2, Quận 5, TP. HCM",11:00 - 19:00,22.000 - 22.000,Quận 5,22000,22000,22000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.8
915,Bánh Mì Tư Xường,"48 Nguyễn Biểu, Quận 5, TP. HCM",00:01 - 01:00 | 04:00 - 23:59,10.000 - 20.000,Quận 5,10000,20000,15000.0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,5.3999999999999995
917,Bánh Sầu Riêng 9 Sạch - Nguyễn Biểu,"04 Chung Cư 109 Nguyễn Biểu, Đường Nguyễn Biểu, P. 1, Quận 5, TP. HCM",07:15 - 22:45,30.000 - 130.000,Quận 5,30000,130000,80000.0,0,0,0,0,0,0,94,0,0,0,0,6,0,0,0,9.894
921,Cơm Tấm 419 - Cơm Sườn Nướng & Sườn Cọng - An Dương Vương,"419 An Dương Vương, P. 3, Quận 5, TP. HCM",08:00 - 20:00,30.000 - 40.000,Quận 5,30000,40000,35000.0,0,6,0,0,0,1,3,0,0,0,0,19,0,0,0,6.013793103448276
922,Tỷ Muội - Khổ Qua Cà Ớt,"522 Phan Văn Trị, P. 7, Quận 5, TP. HCM",10:00 - 21:00,30.000 - 50.000,Quận 5,30000,50000,40000.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9.45
923,Yogurt - Kem Chuối Cô Thuận,"686/5 Võ Văn Kiệt, P.1, Quận 5, TP. HCM",10:00 - 22:30,3.000 - 135.000,Quận 5,3000,135000,69000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.2
924,Hủ Tiếu Mực Osa - Hủ Tiếu Mực,"75A Trần Bình Trọng, P. 1, Quận 5, TP. HCM",07:30 - 22:00,40.000 - 55.000,Quận 5,40000,55000,47500.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.0
925,Cháo Dinh Dưỡng Việt Soup - Trần Bình Trọng,"44 Trần Bình Trọng, P. 1, Quận 5, TP. HCM",06:15 - 19:00,10.000 - 18.000,Quận 5,10000,18000,14000.0,0,1,0,0,0,0,6,0,0,0,0,32,1,0,0,9.184999999999999
926,Chang Hi - Chè Ngon Sáng Tạo - 476 Trần Hưng Đạo,"476 Trần Hưng Đạo, P. 2, Quận 5, TP. HCM",09:30 - 22:00,35.000 - 55.000,Quận 5,35000,55000,45000.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9.5
927,Rin Sushi - Nguyễn Biểu,"257 Nguyễn Biểu, P. 2, Quận 5, TP. HCM",,25.000 - 200.000,Quận 5,25000,200000,112500.0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,8.096774193548388
928,Bà Tám - Cacao Đá & Bánh Mì,"Hẻm 14 Trần Bình Trọng, Quận 5, TP. HCM",09:00 - 21:00,10.000 - 20.000,Quận 5,10000,20000,15000.0,0,16,0,0,0,0,9,0,0,0,0,41,0,0,0,7.809090909090909
929,Papa Lee's Noodle - Mì Hoành Thánh (Wonton Noodle) (云吞面) - Trần Phú,"271 Trần Phú, P. 8, Quận 5, TP. HCM",07:15 - 21:30,0 - 0,Quận 5,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.8
930,Bún Riêu Cua Ốc 66 - Trần Bình Trọng,"58 Trần Bình Trọng, P. 1, Quận 5, TP. HCM",08:00 - 21:30,25.000 - 40.000,Quận 5,25000,40000,32500.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8.35
931,Gia Thành Kebab - Lê Hồng Phong,"240A Lê Hồng Phong, P. 4, Quận 5, TP. HCM",06:00 - 20:30,10.000 - 40.000,Quận 5,10000,40000,25000.0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9.133333333333333
932,Hùng Mập - Bún Mọc & Bún Bò Huế,"772 Trần Hưng Đạo, P. 7, Quận 5, TP. HCM",06:00 - 21:00,40.000 - 70.000,Quận 5,40000,70000,55000.0,0,2,0,0,0,0,2,0,0,0,0,21,1,0,0,7.3076923076923075
933,Đẩu - Bánh Mì Bò Nướng,"Hẻm 455 An Dương Vương, P. 3, Quận 5, TP. HCM",08:00 - 20:00,25.000 - 32.000,Quận 5,25000,32000,28500.0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,8.075
934,Chay Giác Ngộ - Món Chay - Hùng Vương,"213A Hùng Vương, P. 9, Quận 5, TP. HCM",09:00 - 20:30,20.000 - 85.000,Quận 5,20000,85000,52500.0,0,0,0,0,0,0,2,1,0,0,0,17,0,0,0,8.27
935,TAISOT Mì Ý 29K - Võ Văn Kiệt,"840 Võ Văn Kiệt, P. 5, Quận 5, TP. HCM",10:00 - 21:30,5.000 - 75.000,Quận 5,5000,75000,40000.0,0,1,0,0,0,0,0,0,0,0,0,22,0,0,0,7.913043478260869
936,Bún Thang - Phở Thanh,"196/3 Trần Phú (1 Chiều), P. 9, Quận 5, TP. HCM",06:00 - 13:00 | 16:00 - 21:00,42.000 - 42.000,Quận 5,42000,42000,42000.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8.6
937,Mr. Bistek - Beefsteak Trần Bình Trọng,"115A Trần Bình Trọng, P. 2, Quận 5, TP. HCM",08:30 - 21:30,39.000 - 176.000,Quận 5,39000,176000,107500.0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,7.742857142857143
938,Bánh Mì Que Pháp - Nguyễn Văn Cừ,"213 Nguyễn Văn Cừ, P. 4, Quận 5, TP. HCM",07:00 - 21:30,10.000 - 17.000,Quận 5,10000,17000,13500.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.6
939,"Bánh Ướt, Bánh Cuốn & Há Cảo - Huỳnh Mẫn Đạt","97 Huỳnh Mẫn Đạt, P. 7, Quận 5, TP. HCM",06:00 - 19:00,20.000 - 25.000,Quận 5,20000,25000,22500.0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,7.466666666666666
940,Cơm Sườn Anh,"57A Trần Bình Trọng, P. 1, Quận 5, TP. HCM",07:00 - 21:30,35.000 - 75.000,Quận 5,35000,75000,55000.0,0,1,0,0,0,0,1,0,0,0,0,8,0,0,0,7.659999999999999
941,Kim - Cháo Ếch Singapore,"110 Phan Văn Trị , P. 2, Quận 5, TP. HCM",00:00 - 01:00 | 11:00 - 23:59,38.000 - 60.000,Quận 5,38000,60000,49000.0,0,0,0,0,0,0,9,0,0,0,1,89,1,0,0,6.984
942,Lục Bồ Đề - Lẩu Chay 1 Người - Trần Hưng Đạo,"546 Trần Hưng Đạo, P. 2, Quận 5, TP. HCM",10:00 - 22:00,0 - 0,Quận 5,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6.8
943,Gà Rán Popeyes - An Dương Vương,"326 An Dương Vương, P. 4, Quận 5, TP. HCM",10:00 - 21:30,50.000 - 160.000,Quận 5,50000,160000,105000.0,0,6,0,0,0,1,3,0,0,0,0,20,0,0,0,6.98
